57	"Introduced to and and reported to be established in Hawaii (<ref id=QQQQ1286QQQQ>Clausen 1978</ref>). However, it has not been recovered in recent surveys, suggesting that it may never have actually become established."	"0000-00-00 00:00:00"	"2005-01-28 13:17:53"	"wharton"		
59	"Reared from cultivated and wild olives infested with _Bactrocera olea_ (Gmelin) in South Africa (Neuenschwander 1982), Eritrea"	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
60	"Apparently introduced into Italy"	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
61	"_ Doryctobracon areolatus_ is the most widespread species of _Doryctobracon_ in the New World. Together with <a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7585QQQQ>_D. crawfordi_</a>, it has been reared from many host fruits and these two species are the most commonly encountered species of _Doryctobracon_ in general surveys of fruit-infesting flies of the Neotropics."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
62	"This species is yellow to orange with clear wings. Males often have the apical abdominal tergites black. The banding pattern on the hind tibia is usually quite distinctive in this species.  The clypeus is relatively short compared to some of the other species of _Doryctobracon_, and the labrum thus is usually visible (as in figure 3).  The propodeum is areolate (with well-developed carinae forming a distinct median areola that is more or less pentagonal (figure 5).  About half the species of _Doryctobracon_ have an areolate propodeum."	"0000-00-00 00:00:00"	"2005-02-03 15:41:50"	"sonia"		
63	"Reared from several native species of _Anastrepha_, including _A. alveata_ Stone, _A. benjamini_ da Costa Lima, _A. consobrina_ (Loew), _A. fraterculus_ (Wiedemann), _A. montei_ da Costa Lima, _A. obliqua_ Macquart, _A. pickeli_ da Costa Lima, _A. serpentina_ (Wiedemann), and _A. zenildae_ Zucchi. Also recorded from the native species _Rhagoletotrypeta pastranai_ Aczel in Brazil (<ref id=QQQQ2723QQQQ>Leonel et al. 1995</ref>, <ref id=QQQQ941QQQQ>1996</ref>) and the introduced pest _Ceratitis capitata_ (Wiedemann) in Argentina, Venezuela, and Brazil (<ref>Fernadez de Araoz et al. 1984</ref>, <ref id=QQQQ2588QQQQ>Katiyar et al. 1995</ref>, <ref id=QQQQ941QQQQ>Leonel et al. 1996</ref>).  _Doryctobracon areolatus_ has also recently been reared from _Anastrepha spatulata_ Stone infesting _Schoepfia schreberi_ Gmelin  (Olacaceae) in Mexico (<ref id=QQQQ1206QQQQ>Aluja et al. 2000</ref>)."	"0000-00-00 00:00:00"	"2006-06-28 22:14:56"	"wharton"		
64	"This species oviposits into late instar larvae. Nearly all of the numerous publications on this species are in the form of rearing records and distribution records rather than detailed biologies. <ref id=QQQQ1216QQQQ>Ovruski et al. (2000)</ref> provide a review of host and distribution data and this publication is a good source for additional literature.  See also the work by <ref id=QQQQ2699QQQQ>Eitam et al. (2003)</ref>."	"0000-00-00 00:00:00"	"2006-06-28 22:16:56"	"wharton"		
65	"Introduced to and established in Florida for biological control of _Anastrepha suspensa_ (<ref id=QQQQ1189QQQQ>Baranowski, Glenn and Sivinski 1993</ref>)."	"0000-00-00 00:00:00"	"2006-06-29 09:40:59"	"wharton"		
68	"Original description: _Opius lounsburyi_ Silvestri, 1913"	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
69	"_Psyttalia lounsburyi_ has been reared from field-collected olives, where the only confirmed host has been _Bactrocera oleae_ (Rossi). No other wild or cultivated host plants are known."	"0000-00-00 00:00:00"	"2005-01-30 13:41:58"	"wharton"		
70	"Can develop successfully on medfly, _Ceratitis capitata_ (Wiedemann), in the laboratory, but the culture was lost after 7 generations.  Currently (2004/2005) being cultured in quarantine in California."	"0000-00-00 00:00:00"	"2005-01-30 13:41:58"	"wharton"		
71	"Unpublished work by Samira Mohamed suggests that this species oviposits primarily in third instar larvae."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
73	"Similar in size to _Psyttalia concolor_ but with black markings on the thorax and propodeum. The ovipositor is slightly shorter than that of _P. concolor_."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
74	"Wharton (1997) included this species in _Psyttalia_, but did not assign it to a particular species group."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
75	"_Doryctobracon_ is known only from the New World, ranging from extreme southern United States (Florida and a few old records from Texas) through Mexico and much of the Caribbean to northern Argentina. There are no records from Chile. There are also no records of successful biological control introductions outside the New World. Thus, at present, _Doryctobracon_ is confined to the Nearctic and Neotropical regions. See <ref id=QQQQ1216QQQQ>Ovruski et al. (2000)</ref> for summary of published information."	"0000-00-00 00:00:00"	"2005-01-23 18:25:37"	"wharton"		
76	"There are about a dozen species of _Doryctobracon_, and these can be divided into two readily-recognizable species groups. The two species groups are readily separated from one another on the basis of the propodeal sculpture. In the first group, the propodeum is areolate (Fig. 1). In the second group of species, the propodeal sculpture is reduced to two apical ridges (Fig. 2). In the key below, I have not included the few species for which there are no host records. I have also not included _D. capsicola_, which attacks tephritids in seed capsules of _Manihot esculenta_ (cassava or yuca). Further information on identification of these species, including dichotomous keys that include _D._ _capsicola_, can be found in <ref id=QQQQ492QQQQ>Fischer (1977)</ref> and <ref id=QQQQ738QQQQ>Wharton and Marsh (1978)</ref>.XXXXXXXXKey to species of _Doryctobracon_ reared from fruit-infesting TephritidaeXXXXXXXX1. Propodeum areolate, as in Fig. 1. (go to 2)XXXX1a. Propodeal sculpture reduced to two apical ridges, as in Fig. 2. Propodeum never with complete median areola. (go to 6)XXXXXXXX2. Fore wing yellow basally and black at the tip (Fig. 3). (go to 3) XXXX2a. Fore wing either uniformly clear (hyaline) (Fig. 4) or uniformly darkened (infumate). (go to 4)XXXXXXXX3. Head and hind femur mostly black (see Fig. 3): The top half of the head is almost always black, and sometimes the entire head is black. _D. zeteki_ (Muesebeck)XXXX3a. Head and hind femur mostly or entirely yellow to yellow-orange. This species is otherwise quite similar to _D. zeteki_. _D. auripennis_ (Muesebeck)XXXXXXXX4. Legs darker. Fore and middle tibia and femur dark brown to black. Known only from Florida. _Doryctobracon anastrephilus_ (Marsh)XXXX4a. Legs not as dark. Fore and middle tibiae yellow or yellow-orange. Widely distributed. (go to 5)XXXXXXXX5. Fore wing clear (hyaline) (Fig. 4). _Doryctobracon areolatus_ (Szépligeti) XXXX5a. Fore wing darkened (infumate). _Doryctobracon fluminensis_ (Costa Lima) XXXXXXXX6. Stigma of fore wing brightly colored (yellow) (Fig. 5). _Doryctobracon brasiliensis_ (Szépligeti) XXXX6a. Stigma of fore wing dark; wings do not have yellow markings. (go to 7) XXXX XXXX7. Head and mesosoma (thorax + propodeum) almost always black and remainder of abdomen (beyond propodeum) almost always bright yellow (Fig. 6). Primarily attacks _Toxotrypana curvicauda_ Gerstaecker in papaya and thus this species is also identifiable on the basis of the host and host plant from which it is reared. _Doryctobracon toxotrypanae_ (Muesebeck)XXXX7a. Thorax and abdomen usually orange, red, or reddish-orange (Fig. 7). (go to 8) XXXXXXXX8. Widely distributed, occurring from northern Mexico to northern Argentina. _Doryctobracon crawfordi_ (Viereck)XXXX8a. Known only from the island of Trinidad. Otherwise difficult to distinguish from _D. crawfordi_. There are slight differences in the density of setae on the frons (behind the antennal bases), with the frons being more densely hairy in _D. crawfordi_. The midline of the propodeum (between the parallel ridges) is also sometimes more deeply impressed in _D. crawfordi_ than in _ D. trinidadensis_, and forms a distinct groove. _Doryctobracon trinidadensis_ (Gahan)XXXXXXXX*Group 1* XXXXThis group includes species with propodeal sculpture areolate.  Fig. 1 shows typical sculpture in this group. XXXXXXXXGroup Members:XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7516QQQQ>_Doryctobracon zeteki_ (Muesebeck)</a> XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7600QQQQ>_Doryctobracon auripennis_ (Muesebeck)</a>XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7603QQQQ>_Doryctobracon anastrephilus_ (Marsh)</a>XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7602QQQQ>_Doryctobracon areolatus _(Szépligeti)</a> XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7574QQQQ>_Doryctobracon fluminensis_ (Costa Lima)</a> XXXXXXXXThese five species can be separated into two subgroups based on the color pattern of the wings. In two of the species, _D. auripennis_ and _D. zeteki_, the fore wing is yellow basally and black at the tip (Fig. 3). In the other three species, the fore wing is either uniformly clear (hyaline) (Fig. 4) or uniformly darkened (infumate).XXXX  XXXXXXXX*Group 2*XXXXThis group includes species with propodeal sculpture reduced to two apical ridges.  Fig. 2 shows typical sculpture in this group.XXXXXXXXGroup Members:XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7595QQQQ>_ Doryctobracon brasiliensis_ (Szépligeti)</a> XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7524QQQQ>_Doryctobracon toxotrypanae_ (Muesebeck)</a> XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7585QQQQ>_Doryctobracon crawfordi_ (Viereck)</a> XXXX<a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7523QQQQ>_Doryctobracon trinidadensis_(Gahan)</a>XXXX XXXX_Doryctobracon brasiliensis_ is readily separated from the other three species in this group by the brightly colored (yellow) stigma of the fore wing (Fig. 5). The other three species have the stigma dark and the wings do not have yellow markings."	"0000-00-00 00:00:00"	"2005-01-23 18:40:17"	"wharton"		
77	"Synonym: _Parachasma_ <ref id=QQQQ462QQQQ>Fischer, 1967</ref> (<ref id=QQQQ492QQQQ>Fischer 1977</ref>).XXXX In many of the publications prior to 1980, the species of _Doryctobracon_ were placed either in the genus _Opius_ or in the genus _Biosteres._ The name _Parachasma_ was also used for about 10 years prior to the discovery by Fischer in 1977 that _Doryctobracon_, previously included in a different subfamily, was the same as _Parachasma_."	"0000-00-00 00:00:00"	"2005-01-23 18:25:37"	"wharton"		
78	"This is perhaps the best known and most extensively studied <a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7472QQQQ>eucoiline</a> parasitoid of Tephritidae."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
79	"_Ganaspis carvalhoi_ <ref id=QQQQ2618QQQQ>Dettmer, 1929</ref> is a junior subjective synonym of _A. pelleranoi_, and some of the host records and distribution information will therefore be found under the name _carvalhoi_."	"0000-00-00 00:00:00"	"2005-01-24 19:27:36"	"wharton"		
80	"See the <a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7500QQQQ>_A. nordlanderi_</a> page for distinguishing characteristics to separate these two species, and the <a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7473QQQQ>_A. daci_</a> page to separate the native Neotropical species _A._ _nordlanderi_ and _A. pelleranoi_ from the introduced species _A. daci_."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
81	"_Aganaspis pelleranoi_ has been reared from numerous species of _Anastrepha_ from throughout the Neotropical Region. Specific host records include _Anastrepha distincta_ Greene (<ref id=QQQQ2588QQQQ>Katiyar et al. 1995</ref>), _A. fraterculus_ (Wiedemann) (<ref id=QQQQ29QQQQ>Brèthes 1924</ref>), _A. ludens_ (Loew), _A. obliqua _(Macquart) (<ref id=QQQQ976QQQQ>Aluja et al. 1990</ref>), _A. serpentina _(Wiedemann) (<ref>Costa Lima 1940</ref>), _A. striata_ Schiner (<ref id=QQQQ1286QQQQ>Clausen 1978</ref>), _Ceratitis capitata_ (Wiedemann) (<ref>De Santis 1965</ref>), and _Rhagoletis turpiniae_ Hernández-Ortiz (<ref id=QQQQ2630QQQQ>Hernández-Ortiz 1993</ref>). Lonchaeidae are also attacked, though less frequently than tephritids (<ref id=QQQQ2623QQQQ>Wharton et al. 1998</ref>). The published records indicate that _A. pelleranoi_ has little or no host plant preferences.  In experimental and field studies in Brazil _A. pelleranoni_ was attracted to volatiles emitted by drosopholid larvae in rotting guava, using vibrotaxis to locate the host (<ref id=QQQQ2839QQQQ>Guimarães and Zucchi 2004</ref>)."	"0000-00-00 00:00:00"	"2005-01-23 16:51:02"	"wharton"		
82	"Detailed biological information on _A. pelleranoi_ can be found in <ref id=QQQQ20490QQQQ>Ovruski (1994a</ref>, <ref id=QQQQ20491QQQQ>1994b</ref>) and <ref id=QQQQ2617QQQQ>Ovruski and Aluja (2002)</ref>. _Aganaspis pelleranoi_ is a solitary, koinobiont endoparasitoid that oviposits in late instar larvae of its tephritid hosts and emerges from the host puparium."	"0000-00-00 00:00:00"	"2005-01-24 19:07:05"	"wharton"		
83	"This is one of only two species of eucoiline Figitidae specifically utilized in biological control programs as of 2004. _Aganaspis pelleranoi_ (Brèthes) was reared and released from 1941 to 1945 in several areas of Tucumán, Argentina (<ref id=QQQQ2629QQQQ>Nasca 1973</ref>). More recently, this species has been mass-produced in Metapa de Dominguez, Chiapas, Mexico (<ref id=QQQQ2633QQQQ>Ruiz et al. 1996</ref>)."	"0000-00-00 00:00:00"	"2005-01-24 19:07:05"	"wharton"		
84	"Occurs from Mexico to central (coastal) Argentina, though not yet recorded from Chile (<ref id=QQQQ2618QQQQ>Dettmer 1929</ref>, <ref id=QQQQ62QQQQ>De Santis 1967</ref>, <ref id=QQQQ843QQQQ>Wharton et al. 1981</ref>, <ref id=QQQQ2634QQQQ>Diaz 1986</ref>, <ref id=QQQQ1286QQQQ>Clausen 1978</ref>, <ref id=QQQQ2631QQQQ>Yepes and Velez 1989</ref>, <ref id=QQQQ976QQQQ>Aluja et al. 1990</ref>, <ref id=QQQQ2588QQQQ>Katiyar et al. 1995</ref>, <ref id=QQQQ2632QQQQ>Ovruski et al. 1996</ref>, <ref id=QQQQ2623QQQQ>Wharton, Ovruski and Gilstrap 1998</ref>)."	"0000-00-00 00:00:00"	"2005-01-23 16:51:02"	"wharton"		
85	"Many of the Figitidae are koinobiont endoparasitoids of cyclorrhaphous Diptera, ovipositing in the host larva and emerging from the puparium. The subfamily <a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7472QQQQ>Eucoilinae</a> contains several species that have been reared from fruit-infesting Tephritidae as well as several other species attacking Drosophilidae, Lonchaeidae, and other cyclorrhaphous Diptera breeding in fruit."	"0000-00-00 00:00:00"	"2005-01-24 15:01:07"	"wharton"		
86	"In some of the older literature, eucoilines have been placed in the family Cynipidae or treated as their own family (Eucoilidae)."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
87	"The standard work on classification and identification of eucoilines is <ref id=QQQQ2622QQQQ>Weld's (1952)</ref> privately printed catalog of the Cynipoidea. <ref>Nordlander (1978</ref>, <ref>1980</ref>, <ref>1981</ref>, <ref>1982</ref>) has updated major parts of this classification, <ref>Lin (1987)</ref> subsequently described the genus _Aganaspis_, and <ref>Quinlan (1986</ref>, <ref id=QQQQ2621QQQQ>1988</ref>) treated Afrotropical genera. A phylogenetic analysis of eucolines has recently been published (<ref>Fontal-Cazalla et al. 2002</ref>).XXXXXXXXNumerous images relative to species and taxa discussed here are available at the <a href=QQQQhttp://www.morphbank.comQQQQ>MorphBank</a> site."	"0000-00-00 00:00:00"	"2005-01-24 19:25:27"	"wharton"		
88	"The eucoiline Figitidae are sometimes treated as a distinct family, the Eucoilidae.  In some of the older literature, they are treated as a subfamily of Cynipidae rather than as a subfamily of Figitidae.  For current classification, we follow <ref>Ronquist (1995)</ref>."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
89	"The eucoiline Figitidae can be readily recognized by the presence of a raised plate on the dorsal surface of the scutellum.  Additionally, males and females can nearly always be distinguished from one another by differences in the number of antennal segments. Males have 15 and females have 13. This is helpful because the genitalia are often concealed by the apical abdominal terga."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
91	"The vast majority of the species of _Asobara_ that are reared from fruit do not attack Tephritidae.  Most of these are parasitoids of flies in the family Drosophilidae.  However, there are a few confirmed records of species reared from Tephritidae, especially in the Neotropics. In particular, _Asobara anastrephae_ (Muesebeck) has been reared on more than one occasion from tephritids in the genus _Anastrepha_, and _A. rubra_ (Papp) has also been reared from tephritids.  Although it is unknown if these two species have other hosts, the records for Tephritidae are solid (see <ref id=QQQQ1216QQQQ>Ovruski et al. 2000</ref> for summary of literature)."	"0000-00-00 00:00:00"	"2008-10-01 16:41:17"	"wharton"		
92	"Synonym: _Parasteres_ <ref id=QQQQ462QQQQ>Fischer, 1967</ref> (<ref id=QQQQ738QQQQ>Wharton and Marsh 1978</ref>, as synonym of _Biosteres_; <ref id=QQQQ761QQQQ>Wharton 1987</ref>, as synonym of _Diachasmimorpha_).XXXX XXXXIn many of the publications prior to 1988, the species of _Diachasmimorpha_ were placed either in the genus _Opius_ or in the genus _Biosteres_.  Most of the species included here have been placed in the subgenus _Chilotrichia_ of _Biosteres_ by <ref id=QQQQ492QQQQ>Fischer (1977,</ref> <ref id=QQQQ521QQQQ>1987)</ref>."	"0000-00-00 00:00:00"	"2005-01-28 10:35:33"	"wharton"		
93	"Occipital carina nearly always present laterally (e.g. _Diachasmimorpha fullawayi, _Figs. 2, 3), though varying in length and virtually absent in some species (e.g. _Diachasmimorpha tryoni_ (Cameron) and _Diachasmimorpha sanguinea_ (Ashmead)). Labrum completely or almost completely concealed by clypeus (Fig. 5); outer surface of clypeus weakly and evenly convex; ventral margin thin and evenly convex to slightly sinuate throughout, rarely weakly bidentate medially. First flagellomere slightly longer than second, except in _Diachasmimorpha carinata_ (Szépligeti).   Propleuron always without oblique carina dorsad propleural flange. Notauli deep to midpit and complete throughout in _longicaudata_ species group (Figs. 6, 7), weak to absent posteriorly in all other species (Figs. 2, 3); always unsculptured. Postpectal carina absent.  Hind tibia dorso-posteriorly without basal carina.  Fore wing (Fig. 9) with second submarginal cell short; m-cu arising distad 2RS.  Hind wing (Fig. 10) with RS absent basally, represented at most by a weak crease distally; m-cu long, nearly reaching wing margin, represented by a strong, pigmented crease. Second metasomal tergum striate in many species (Fig. 8), metasoma otherwise unsculptured beyond petiole. Ovipositor long to very long, with double dorsal node subapically, distinctly serrate ventrally; ovipositor sinuate subapically in _longicaudata_ species group (Fig. 13)."	"0000-00-00 00:00:00"	"2005-01-23 18:52:25"	"wharton"		
94	"_Diachasmimorpha_, as treated here, is best defined on the basis of the fore wing m-cu arising from a shortened second submarginal cell, well-developed hind wing m-cu and 2M, loss of hind wing RS (at least basally), absence of oblique carina ventral-laterally on propleuron, unsculptured notauli, and the long ovipositor with strongly attenuate hypopygium (Figs. 1, 2, 3).  Of the known tephritid parasitoids, _Diachasmimorpha_ is most similar in outward appearance to <a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7613QQQQ>_Doryctobracon_</a>.  The species of _Doryctobracon_ have the fore wing m-cu more basally displaced (arising from the first submarginal cell or directly in line with 2RS), the occipital carina uniformly absent, and the ventral margin of the clypeus weakly to strongly sinuate.  The species of <a href=QQQQ./?taxcpl=tax&amp;taxcpl_id=7512QQQQ>_Fopius_</a>, in addition to having the fore wing m-cu as in _Doryctobracon_, have sculptured notauli and an oblique carina on the propleuron.XXXXXXXX_Diachasmimorpha_, when treated in the strict sense, is clearly defined as monophyletic by the apically sinuate ovipositor (<ref id=QQQQ761QQQQ>Wharton 1987</ref>, <ref id=QQQQ736QQQQ>1988</ref>), and the Indo-Australian group of species to which this definition applies has been recognized as distinctive since the work of <ref id=QQQQ109QQQQ>Fullaway (1951)</ref>. <ref id=QQQQ921QQQQ>Van Achterberg and Maetô (1990)</ref> considerably broadened the definition of _Diachasmimorpha_ by including the North American species _mellea_ Gahan and by extension other species that do not have a sinuate ovipositor.  The most recent treatments (<ref id=QQQQ955QQQQ>Wharton 1997</ref>, <ref id=QQQQ622QQQQ>van Achterberg 1999</ref>) have accepted this broader concept for _Diachasmimorpha_."	"0000-00-00 00:00:00"	"2005-01-23 18:56:34"	"wharton"		
95	"Sixteen species have been reared from fruit-infesting Tephritidae, and known hosts for the genus are confined to the family Tephritidae.  Hurtrel et al. described the development time and temperature thresholds for _Diachasmimorpha tryoni_ (Cameron) in _Ceratitis capitata_ (<ref id=QQQQ2616QQQQ>Hurtrel et al. 2001</ref>).  They found that _D. tryoni_ can develop within the temperature range of 15°C to 28°C, with development times of 63.60 and 16.52 days respectively.  At the lower end of the temperature range they found the sex ratio to be heavily male-biased."	"0000-00-00 00:00:00"	"2004-11-08 15:15:31"	"sonia"		
96	"The Indo-Australian group of species defined by the apically sinuate ovipositor includes some of the most important species used to date in tephritid biocontrol (namely _Diachasmimorpha longicaudata_ and _Diachasmimorpha tryoni_).  They have been widely distributed for biological control (<ref id=QQQQ1286QQQQ>Clausen 1978</ref>, <ref id=QQQQ762QQQQ>Wharton and Gilstrap 1983</ref>, <ref id=QQQQ1216QQQQ>Ovruski et al. 2000</ref>).  For example, _D. longicaudata_ was introduced in Bolivia in 1969 to control _Ceratitis capitata_ and _Anastrepha spp._ (<ref id=QQQQ1217QQQQ>Bennett and Squire 1972</ref>)."	"0000-00-00 00:00:00"	"2005-02-03 15:32:29"	"sonia"		
97	"_Diachasmimorpha_, as it is currently recognized and defined, includes species from the Nearctic and northern Neotropical Regions, the Indo-Australian Region (with at least two species extending northward into Japan and the southeastern corner of Russia), and the Afrotropical Region."	"0000-00-00 00:00:00"	"2005-01-23 19:10:03"	"wharton"		
98	"_Diachasma carpocapsae_ Ashmead is a species that was originally described from New Zealand.  Though the collector suggested that it might be a parasitoid of codling moth, Ashmead noted that opiines are parasitoids of Diptera, and thought that the most likely host would be _Bactrocera tryoni_.   The host record is thus in need of verification.  The species does not belong in _Diachasma_, and though its current generic placement is uncertain, it might subsequently be placed in _Diachasmimorpha_.  The species is therefore mentioned briefly here but is not otherwise treated."	"0000-00-00 00:00:00"	"2004-11-04 11:45:13"	""		
